transaction_id,user_id,date,amount,category,payment_method,merchant,income_level,is_periodic,location,age,employment_type,account_type,subscription_type
4db7a9c6-cecd-431b-b875-d4fef8b36c7c,2,2025-01-25,790.59,market,Nakit,Aslan Akgündüz Ltd.,low,False,Lake Aysemaberg,30,freelancer,bireysel,None
301ccc17-5566-41d4-bb92-d9655e385e2c,2,2025-02-07,107.01,kira,Havale,Aslan Şti.,medium,True,Bilgeport,59,kobi,bireysel,None
04338a06-6f57-4e54-aed0-8809bb2111f8,2,2024-11-26,1383.1,kira,Nakit,Ülker Kısakürek Şti.,medium,False,Lake Dilder,29,full-time,bireysel,None
cb012cdb-3375-4415-b270-13c678cd2d6d,2,2024-10-21,367.47,kira,Kredi Kartı,Petrol Ofisi,medium,False,West Ayşenur,36,full-time,bireysel,None
829f216b-32a2-4019-a9db-fb9612d3da75,2,2024-12-14,474.75,internet,Havale,Petkim,low,False,East Huricanbury,28,kobi,bireysel,None
c2c77f85-236a-432d-bbbf-453c3d7f4263,2,2025-05-11,920.84,telefon faturası,Havale,Tüpraş,low,False,Çıdalburgh,33,freelancer,bireysel,None
e66427f4-31b5-4548-86c9-c5199c2857ac,2,2025-04-01,79.44,giyim,Havale,Erdoğan A.Ş.,low,False,Port Türkmenhaven,37,kobi,bireysel,None
1ad7b7bd-c4f8-4cbe-8fa9-3372bfa652d5,2,2025-05-16,34.8,sinema,Kredi Kartı,Yorulmaz Akçay Şti.,medium,True,Hayrioğluborough,50,kobi,bireysel,Spotify
39e4151c-e257-44c8-b05d-ea3ccc0baa76,2,2024-09-02,520.57,tatil,Kredi Kartı,Çetin Şensoy A.Ş.,high,False,South Bahaddin,40,öğrenci,bireysel,None
5178e266-b022-4189-94cd-428e20839c39,3,2025-07-10,813.16,tatil,Nakit,Durmuş Kısakürek A.Ş.,high,True,South Yücel,19,freelancer,bireysel,BluTV
e70912b3-416c-4dcb-a41c-400aee4d593f,3,2024-09-15,657.93,kira,Kredi Kartı,Akçay Ltd.,medium,False,Özokçubury,52,öğrenci,bireysel,None
f7944af8-eae7-47a2-905a-38f7c51c893c,3,2025-06-22,575.15,fitness,Havale,Opet,high,False,Sezerborough,25,kobi,bireysel,None
d7fc2dae-2c51-49e0-b935-cf0f49ca2bb7,3,2025-02-14,603.93,yurt dışı alışveriş,Nakit,BİM,high,False,Çamurcuoğlubury,42,öğrenci,bireysel,None
a87e90f3-7734-4800-8e20-0e0b2705e3c6,3,2025-05-02,457.1,hammadde,Nakit,Aslan Akçay Ltd.,corporate,True,Canberkshire,58,kobi,kurumsal,Netflix
c8d12da1-2463-4a7d-a2e7-45ab7da6048e,3,2024-11-12,5.0,internet,Nakit,Manço Sezer Ltd.,low,False,Yuntberg,25,öğrenci,bireysel,None
0da0945b-ac3b-4016-819a-2c1617a98eda,3,2025-03-26,690.27,restoran,Havale,Gül A.Ş.,high,False,West Bektaşiton,25,öğrenci,bireysel,None
6358e158-d73a-412b-a6dd-5100439897f2,3,2025-03-12,1418.33,kira,Nakit,Bilir Durmuş A.Ş.,medium,False,Port Gülnaziye,64,kobi,bireysel,None
4286aea0-c29c-455c-8620-862353cacea8,3,2024-09-10,1335.18,tatil,Nakit,Hayrioğlu Şti.,high,True,Port Mübetcelmouth,34,kobi,bireysel,BluTV
dcd6df16-726b-4bb4-8865-0b9dce78e90c,3,2025-02-08,490.64,elektrik,Nakit,Hançer Şti.,medium,True,South Bedri,58,freelancer,bireysel,YouTube Premium
24d06635-1be9-4f21-b7ca-9d4708ad8084,4,2025-04-30,245.96,kira,Nakit,Aksu İhsanoğlu Şti.,medium,False,Canfezafurt,20,kobi,bireysel,None
8ad5a459-4d19-4f8a-9b2e-fc89b92d9216,4,2024-07-29,45.55,market,Havale,Durdu Güçlü A.Ş.,medium,False,West İçimbike,57,full-time,bireysel,None
91d09eea-e052-4f81-aecd-7725afb3075e,4,2025-06-14,817.23,market,Nakit,Petkim,low,False,Lake Özsözlümouth,50,freelancer,bireysel,None
9cce8faa-fd8c-43d1-911d-32daed8549a4,4,2025-01-03,515.41,restoran,EFT,EnerjiSA,high,False,Dikentown,43,öğrenci,bireysel,None
356d075d-dd9c-4669-9772-42580c932f16,4,2024-09-22,145.02,internet,Havale,Seven Ltd.,low,False,Yükselfurt,40,öğrenci,bireysel,None
e9808cc8-24cd-4a64-a043-cc9340ee264e,4,2025-03-27,648.5,elektrik,Kredi Kartı,Gül Şti.,medium,True,East Ulumanview,39,full-time,bireysel,Spotify
6c9b430f-7bd0-46b3-a0b2-2e481aa6b32b,4,2024-08-24,358.42,internet,Kredi Kartı,Şafak Gülen Ltd.,low,True,Mahnazshire,50,kobi,bireysel,YouTube Premium
9466d28a-b7ec-4cfb-9066-ef59f3070c66,4,2024-08-02,826.69,internet,EFT,Demirel Akar A.Ş.,low,False,South Ökkaşmouth,62,kobi,bireysel,None
5001ab00-d497-4e17-b97e-00906019e2ac,4,2025-06-02,909.03,spotify,EFT,Aksu A.Ş.,medium,False,Mansızmouth,59,full-time,bireysel,None
e71c10bd-f50d-4ddf-a6fc-7de3f58dfebd,4,2025-04-19,748.63,telefon faturası,Nakit,Fırat Şener Şti.,low,False,New Buşra,43,freelancer,bireysel,None
7dc41427-15b5-4113-9904-fb74a5e2ad55,5,2025-06-25,1034.39,market,EFT,Eraslan Şti.,low,True,West Maynurport,18,öğrenci,bireysel,Spotify
3691311d-7ba4-4c4e-b3d1-644d09d74d7a,5,2024-10-29,296.78,market,Nakit,Yorulmaz Şti.,low,True,New Ecemişshire,62,freelancer,bireysel,Netflix
d66f9bba-28a1-4ae1-94a9-6796aae7a040,5,2024-12-19,1136.65,hammadde,Nakit,Yıldırım Gül A.Ş.,corporate,False,North Terlanfort,43,kobi,kurumsal,None
99d15e71-0835-40cd-8184-bba2291cd4c4,5,2025-03-27,809.74,giyim,EFT,Akçay Ertaş A.Ş.,low,True,Lake Nuriyet,45,freelancer,bireysel,Netflix
5ff1c675-d3c7-4f11-a51c-d1af2b666f9e,5,2025-06-27,709.73,sinema,Kredi Kartı,Öcalan Şti.,medium,False,Öcalanton,47,freelancer,bireysel,None
6afc43fc-7834-4acb-8fa8-2dd87ca83637,5,2024-11-06,679.97,spotify,Nakit,EnerjiSA,medium,False,East Muktedirville,51,kobi,bireysel,None
c2959998-c7ce-491f-a4a7-75cc65f52c58,5,2025-04-22,848.95,spotify,Kredi Kartı,A101 Yeni Mağzacılık,medium,False,Erşatburgh,21,kobi,bireysel,None
a9e1aeab-0d03-454a-b1e7-758914018878,5,2024-10-26,503.07,market,Nakit,Korutürk Erdoğan A.Ş.,low,False,Ürperchester,49,öğrenci,bireysel,None
05c0a275-898e-4c41-a70a-7bb57c8db36b,5,2025-04-11,189.68,restoran,Havale,Opet,high,False,Tecimerburgh,60,freelancer,bireysel,None
da1e1db5-b7cd-4f47-b0b3-8d17ba287ca5,5,2024-11-17,561.28,market,Havale,İnönü Şti.,medium,False,Port Baltaş,61,freelancer,bireysel,None
76d21aba-728b-46eb-bad3-51e6e64c1c7c,6,2024-11-22,354.07,giyim,EFT,Aslan A.Ş.,low,True,North Aköz,27,full-time,bireysel,Spotify
0f2a76c6-3b03-4658-a2a3-742a44de129e,6,2025-03-08,562.28,ulaşım,Kredi Kartı,Gülen Ltd.,low,False,Durduburgh,62,öğrenci,bireysel,None
3be94895-2a77-4955-8803-ba9820edf4c4,6,2025-03-10,311.09,lüks giyim,Kredi Kartı,Arslan Şti.,high,False,Port Oguşfurt,26,kobi,bireysel,None
368da82e-770c-48ca-b322-c10d53cfad39,6,2024-08-01,763.03,fitness,EFT,Tarhan Zorlu Ltd.,high,False,Canberkfurt,56,kobi,bireysel,None
4bda39d8-1825-4da1-8237-c15304760a17,6,2025-06-27,434.7,spotify,Havale,Petrol Ofisi,medium,False,Şafakmouth,42,öğrenci,bireysel,None
0c7bea49-18f1-4afa-8e0a-b8fde5cd9d42,6,2024-08-03,829.63,internet,Nakit,Çorlu Şener Ltd.,low,False,East Gazelmouth,42,full-time,bireysel,None
db23f80d-9263-41ec-a895-43e5079e712b,6,2025-03-07,376.61,internet,EFT,Güçlü Ltd.,low,True,West Samurtay,48,kobi,bireysel,BluTV
9cb7b87f-34ef-4795-8434-a397ce502753,6,2025-06-16,795.21,spotify,Kredi Kartı,Vestel,medium,False,Arsoyfort,52,kobi,bireysel,None
ff5752d6-1f99-4d2b-801d-1377b75e86a7,6,2024-07-28,731.2,kira,Havale,Şener Şti.,medium,False,İnönüborough,62,freelancer,bireysel,None
c580d546-3c86-4dc2-9a24-fb10d192e50c,6,2024-10-22,700.12,market,Kredi Kartı,Anadolu Efes,medium,True,New Olca,52,öğrenci,bireysel,YouTube Premium
5f04ae35-4d2e-4340-9ff9-5951ad5d96df,7,2024-08-11,623.88,sinema,Kredi Kartı,Şama Tarhan Şti.,medium,True,Koşukhanview,55,öğrenci,bireysel,YouTube Premium
b00ba851-9f9c-49e5-92fc-cdc403ac3f77,7,2025-05-03,330.88,telefon faturası,EFT,Demirel Şti.,low,False,Hayrioğlufurt,19,freelancer,bireysel,None
bd7601d7-387d-4fd9-97d5-35ea06d2d344,7,2024-08-18,818.21,sinema,Kredi Kartı,Selçuk Ecza,medium,True,Lake Evrimerburgh,24,freelancer,bireysel,YouTube Premium
aab62ab1-2713-414a-8c5e-9f369b66d96e,7,2024-12-23,571.25,yurt dışı alışveriş,Kredi Kartı,Akdeniz Şensoy A.Ş.,high,False,Arsoyhaven,61,full-time,bireysel,None
4b907524-aa05-4c97-94b7-79653c065a88,7,2025-05-21,282.7,restoran,Kredi Kartı,Şişecam,high,True,South Uluman,45,full-time,bireysel,Spotify
2fb19ea1-9f6d-4fb8-a21d-b0496a69e741,7,2025-05-31,5.0,tatil,Havale,Alemdar Seven Şti.,high,False,Gülberg,18,öğrenci,bireysel,None
dca5c42d-a8e4-47b6-9c19-1e302c2168fb,7,2025-05-10,66.32,kira,EFT,Petkim,medium,False,Port Rezzak,23,full-time,bireysel,None
c127d882-8223-4c94-afb4-0ad920c2a350,7,2024-09-25,246.76,giyim,Havale,Aksu A.Ş.,low,False,Baliport,38,kobi,bireysel,None
92184e6b-6d47-451b-977d-a234e30de01f,7,2025-01-19,529.3,sinema,Kredi Kartı,A101 Yeni Mağzacılık,medium,False,Lake Soyselçuk,35,öğrenci,bireysel,None
d50d09a5-883a-450f-adcd-f4a66cc25451,7,2024-10-17,268.1,kira,Kredi Kartı,Ford Otosan,medium,False,Asuberg,20,kobi,bireysel,None
25ff695f-c5d3-4cd1-b8bf-e62713e9ed4c,8,2025-06-18,237.33,restoran,Nakit,LC Waikiki,high,False,Akçafurt,45,kobi,bireysel,None
86eae966-8143-4659-89c6-1e500c793f47,8,2025-02-11,429.55,market,Nakit,Limak İnşaat,medium,False,Duranchester,45,freelancer,bireysel,None
9effad4a-d191-4aed-9d73-e540be398915,8,2025-02-12,602.53,vergi,Kredi Kartı,Mansız Hayrioğlu A.Ş.,corporate,False,Ergülton,37,freelancer,kurumsal,None
4a392a78-ae7a-4f88-8fb2-84c6626f6e7b,8,2024-12-17,1062.85,elektrik,Kredi Kartı,Şener A.Ş.,medium,True,Soyluview,23,full-time,bireysel,None
780dac53-455a-4b00-95b7-f4257c4ea16e,8,2024-11-27,710.07,lüks giyim,Havale,Bilge Sezer Şti.,high,False,South Tekiner,62,freelancer,bireysel,None
a274f5f5-f9e2-4453-adf6-9de04b014d13,8,2025-06-10,460.31,market,EFT,Akçay Sezgin Ltd.,low,False,Durdufort,49,öğrenci,bireysel,None
c4e09511-1816-48f9-bdf0-a39e7bbffa99,8,2024-12-14,602.28,telefon faturası,Kredi Kartı,Sezgin Türk Ltd.,low,False,Zorlufort,30,freelancer,bireysel,None
fc82716a-46af-4d40-b91f-2bac5de22d08,8,2025-01-27,474.08,kira,Kredi Kartı,A101 Yeni Mağzacılık,medium,False,West Nurgil,23,kobi,bireysel,None
72a4a90c-9ac5-4460-8c5a-d3e52f36466f,8,2025-04-17,501.57,restoran,Kredi Kartı,Duran A.Ş.,high,False,North Alaaddinchester,54,full-time,bireysel,None
1f9fbcc5-9d17-4333-9f12-20ada484b297,8,2025-01-07,514.09,tatil,EFT,Demirel Seven Şti.,high,True,Demirland,18,öğrenci,bireysel,YouTube Premium
3825c05f-05c1-4f77-b194-36e216880af3,9,2025-06-02,818.13,sinema,Havale,Aslan İnönü A.Ş.,medium,True,Akçaystad,25,öğrenci,bireysel,Spotify
2c459677-1898-4d85-85f4-0e66d0691d13,9,2025-01-27,962.41,elektrik,Havale,Duran Ltd.,medium,False,Kaderview,29,freelancer,bireysel,None
933b3d9d-7ce3-4cb1-b99c-162098298e8d,9,2024-12-11,425.31,spotify,Kredi Kartı,Gül Şti.,medium,False,New Hükümdar,31,full-time,bireysel,None
c040fb43-4cd6-4973-85e3-e0c47d1efca0,9,2025-05-20,791.47,fitness,EFT,Vestel,high,False,New Kayagünburgh,55,full-time,bireysel,None
d45ecb59-9d99-4db6-bf5d-99e1283acf93,9,2025-02-17,765.82,sinema,Kredi Kartı,Türk Telekom,medium,False,Soyluport,55,freelancer,bireysel,None
f97aa811-1ada-47f1-82df-c020e519711c,9,2025-01-24,458.88,lüks giyim,Havale,Demir Ltd.,high,False,West Tanbay,34,freelancer,bireysel,None
226c5974-f45c-4f0b-9334-e9ea8a7a822f,9,2024-09-06,638.22,fitness,Nakit,Tofaş,high,False,Mansızton,22,full-time,bireysel,None
0abb9cab-b34e-4657-9f0f-6092849fbc6e,9,2025-02-27,675.83,elektrik,Havale,Akçay Ltd.,medium,False,East Güngördü,28,öğrenci,bireysel,None
5443a5b9-5ca7-42fe-a5a0-7b2e4e7905be,9,2024-12-29,5.0,sinema,Nakit,Çamurcuoğlu Arsoy Ltd.,medium,False,Öcalanburgh,21,kobi,bireysel,None
00dd16f6-71e1-4b31-b28e-e5eaf45ee0d0,9,2025-02-20,949.97,elektrik,Kredi Kartı,Oyak Renault,medium,False,Lake Tansığbury,49,full-time,bireysel,None
03c94383-e576-419c-ae51-af8603c1c521,10,2024-11-05,349.03,market,Kredi Kartı,Seven Yüksel Ltd.,medium,True,Port Karaerchester,39,freelancer,bireysel,Netflix
17c9a4e9-8051-49aa-b25b-69a7b2c1abf2,10,2024-10-01,813.59,market,Kredi Kartı,Mansız Aksu Ltd.,medium,False,Gülinazborough,31,full-time,bireysel,None
5e925d0c-9bfe-4e75-9ff6-e49c82774afd,10,2025-03-12,654.38,elektrik,Havale,Arsoy Yorulmaz Ltd.,medium,True,East Gülel,34,full-time,bireysel,BluTV
7ce87d11-3ce1-4b28-9e30-6cc9549180e1,10,2024-09-10,861.39,restoran,Nakit,Toyota Otomotiv,high,False,South Sevdi,32,öğrenci,bireysel,None
54e387ca-02f2-421f-be65-5e695d9a2e6a,10,2025-03-11,45.44,market,Kredi Kartı,Aselsan,medium,False,South Kelâmi,43,full-time,bireysel,None
b953a7a1-deca-4bae-9561-29c8eedd9421,10,2025-04-28,910.06,telefon faturası,Havale,İnönü Sakarya A.Ş.,low,True,North Türabibury,40,full-time,bireysel,None
efad3f0f-3d24-4e69-afe9-4923089f5cc2,10,2024-08-03,957.14,kira,Havale,Mansız Şafak Şti.,medium,True,West Utkucanshire,54,kobi,bireysel,Spotify
1994e33c-7133-4956-bd92-5bfb14946bf9,10,2024-12-31,5.0,market,EFT,Şafak Ltd.,medium,False,West Alcan,61,freelancer,bireysel,None
8433ee28-6966-4fa1-93f8-8ef6d279866a,10,2025-04-11,816.6,restoran,EFT,Bilge Güçlü A.Ş.,high,False,Port Dilşattown,64,kobi,bireysel,None
1d45440b-de91-4479-b49a-1fc3b628221d,10,2024-08-23,696.09,kira,Nakit,Durdu Bilir Şti.,medium,False,Port Duhaberg,36,full-time,bireysel,None
078e4fca-f2a5-4c50-b047-92d4ac68476c,11,2024-11-13,777.85,telefon faturası,Kredi Kartı,Erdoğan Akar A.Ş.,low,False,West Pirahmetfort,23,freelancer,bireysel,None
cf792ce8-c4ce-4ec6-a0ae-f88d4e30dedf,11,2025-06-11,1072.82,ofis kirası,EFT,Akçay Şti.,corporate,True,West Ümrayfort,23,öğrenci,kurumsal,BluTV
106af0f5-55aa-4968-973c-9024d4454dfd,11,2025-01-29,739.25,tatil,EFT,Demirel A.Ş.,high,True,East Dölensoyton,55,öğrenci,bireysel,Netflix
4c2e41fe-d8e6-4691-bc90-a74eaaa0482a,11,2025-03-15,543.56,lüks giyim,Havale,Şişecam,high,False,Yertanville,62,kobi,bireysel,None
b1839654-8f08-41df-bf66-f9d8ad1d962e,11,2025-02-03,227.09,internet,Kredi Kartı,Eraslan A.Ş.,low,False,Aslanhanland,29,öğrenci,bireysel,None
c1d7ade4-91a1-4058-84f7-dbbdbe9b8139,11,2024-12-08,691.59,restoran,EFT,A101 Yeni Mağzacılık,high,False,Port İzgüside,28,öğrenci,bireysel,None
3fef284b-1251-4e59-a8a6-df0115aa2274,11,2024-07-21,455.43,market,Kredi Kartı,Sezgin A.Ş.,medium,False,Şensoyshire,40,full-time,bireysel,None
b6cc21c4-ca88-4b7b-be32-ba7de04268ad,11,2024-07-29,377.76,sgk,Nakit,Aslan A.Ş.,corporate,False,New Nursedastad,18,öğrenci,kurumsal,None
12d0645f-89ee-4195-b63e-9dcb70aaa81f,11,2025-04-16,283.0,elektrik,EFT,Yorulmaz Fırat Şti.,medium,False,New Zeynoburgh,48,freelancer,bireysel,None
268f7668-ecf6-46e5-823b-9fe4e0c7b3e6,11,2025-01-31,1230.15,lüks giyim,EFT,Durdu A.Ş.,high,False,New Dölensoymouth,28,freelancer,bireysel,None
2f2e851f-0075-4ff6-9ff7-379209ec6d77,12,2025-06-16,555.05,internet,Nakit,Çorlu A.Ş.,low,False,New Nazfort,46,kobi,bireysel,None
b3f4e8ea-5f80-4b04-bf78-f6c7cb69fbce,12,2024-10-05,605.95,fitness,EFT,Şener Şti.,high,False,Yükselmouth,52,freelancer,bireysel,None
136ca997-41ee-4207-b8c2-69dbfa3eeb62,12,2025-02-15,722.71,market,Kredi Kartı,Akdeniz Fırat A.Ş.,low,True,Akçayfort,59,freelancer,bireysel,Spotify
47dbab2b-c483-4545-9b86-be8f88cfbd0c,12,2024-08-06,573.04,yurt dışı alışveriş,Kredi Kartı,Sezer Çetin Şti.,high,False,West Yadigar,55,freelancer,bireysel,None
97d3485c-fc16-435d-ab08-110173d8cb5b,12,2024-09-17,598.08,lüks giyim,EFT,Yorulmaz Şti.,high,False,Kanpulatshire,57,kobi,bireysel,None
fab3136d-da5e-44e8-8735-41f3d2f2bf0d,12,2024-11-03,434.27,elektrik,Havale,Ergül A.Ş.,medium,True,Port Özalpsan,25,full-time,bireysel,BluTV
f3eec095-334f-492b-a6bd-594e9567a469,12,2025-01-20,789.78,fitness,Kredi Kartı,Durmuş Sezgin A.Ş.,high,False,North Ercihan,55,freelancer,bireysel,None
cc68c43b-427e-4e14-b99b-5a56b91dbeee,12,2024-07-19,524.62,kira,EFT,Akgündüz Yıldırım A.Ş.,medium,True,Saydamville,21,full-time,bireysel,Spotify
d83874d7-d575-432c-bfd6-66d6556a7b39,12,2025-07-15,811.26,fitness,Kredi Kartı,Aksu A.Ş.,high,False,Henifeside,41,kobi,bireysel,None
804d5b43-5f92-41d4-ab1c-4ebc297009e3,12,2025-02-14,347.0,spotify,Kredi Kartı,Toyota Otomotiv,medium,False,Port Esenbayhaven,64,kobi,bireysel,None
220f831a-9e78-4266-9ad2-1cda352fac8d,13,2025-04-25,915.77,fitness,EFT,LC Waikiki,high,False,South Yalınland,60,öğrenci,bireysel,None
5e60b702-33b2-4583-80fe-6e4de3938682,13,2024-08-14,802.58,market,Nakit,Ertaş Ltd.,medium,True,New Hudavent,55,full-time,bireysel,Spotify
09300c50-77c3-4ff7-a6b3-77b0c8c18cd3,13,2024-09-21,554.16,vergi,Kredi Kartı,Ford Otosan,corporate,True,Akdenizburgh,64,kobi,kurumsal,BluTV
f7e9e3e3-fde9-4796-9bc4-041d0bc9be2c,13,2025-07-15,1293.07,sinema,Kredi Kartı,Kısakürek Dumanlı Ltd.,medium,True,Odkanlıland,54,kobi,bireysel,Spotify
7c4515f8-00ec-4ffe-9240-037b9780e5b1,13,2024-09-14,311.77,fitness,EFT,Petrol Ofisi,high,False,New Kamar,40,freelancer,bireysel,None
53bc0bce-62cc-4864-a6bb-4c86dad7def5,13,2024-09-04,351.38,elektrik,Nakit,Alemdar Sezer Şti.,medium,False,Okbayshire,32,freelancer,bireysel,None
7df586b1-93c8-4380-abb8-283c42c61957,13,2024-10-21,684.86,market,Kredi Kartı,LC Waikiki,medium,False,Erdoğanmouth,52,öğrenci,bireysel,None
ef853cc1-60bd-4f9c-b2e6-e93ba1d08e67,13,2024-09-06,310.88,market,Havale,Zorlu Zengin A.Ş.,medium,False,Cevaleland,35,öğrenci,bireysel,None
d5b3fa76-e41e-4496-9986-3b6d579a8968,13,2025-04-01,422.12,yurt dışı alışveriş,EFT,Sezer Şti.,high,False,West Saçı,41,freelancer,bireysel,None
33c52c5d-20e1-4393-b46b-ee5223ff7412,13,2024-09-29,49.06,kira,Kredi Kartı,Demir Seven Ltd.,medium,False,East Örfiyefurt,46,öğrenci,bireysel,None
54ffcefd-b56d-4b82-a5c7-38861e373956,14,2025-05-30,523.52,market,Nakit,Akar Demir Ltd.,low,True,North Tülinport,58,freelancer,bireysel,BluTV
1e149a26-8238-472c-85d8-4421550d224b,14,2024-08-13,54.59,spotify,Nakit,Duran Ltd.,medium,True,North Eremmouth,24,freelancer,bireysel,YouTube Premium
37a7887f-797b-40d7-8b2c-f2e1f369cd02,14,2025-03-03,329.85,spotify,Kredi Kartı,Havelsan,medium,False,New Ünseverbury,62,freelancer,bireysel,None
9aade41b-fe36-4521-ad8b-fe432891f867,14,2024-11-21,838.67,market,Kredi Kartı,Yüksel Ertaş Ltd.,medium,False,Durmuşport,31,öğrenci,bireysel,None
b6c6c91e-b3b6-4bf3-8137-2fc1a29a03b8,14,2024-07-23,5.0,elektrik,Havale,Zorlu Şti.,medium,False,West Kotuz,21,freelancer,bireysel,None
9dabf8c5-b538-4d58-8687-d53a64bc56df,14,2025-03-14,127.81,elektrik,Nakit,Dumanlı Korutürk Şti.,medium,True,Lake Uyanserport,27,full-time,bireysel,None
396272d8-7f64-4586-8f3f-c23bf9bf0bd3,14,2024-11-08,780.7,kira,Kredi Kartı,Havelsan,medium,False,North Nazimetfort,20,kobi,bireysel,None
d4920488-b45b-440d-bc78-a1ce411ff5ed,14,2024-07-30,881.47,market,Havale,İhsanoğlu A.Ş.,low,False,South Kâmil,54,öğrenci,bireysel,None
c49388ca-e1a2-467d-86bb-5432bfadaa12,14,2024-10-06,758.59,yurt dışı alışveriş,Nakit,Selçuk Ecza,high,False,Dilcanfort,21,kobi,bireysel,None
363f21e3-e135-4619-a9d8-ee65c7c2554f,14,2024-10-10,687.02,market,Havale,Akdeniz Ergül Ltd.,medium,True,South Akcivanmouth,27,öğrenci,bireysel,Netflix
dc254f35-9995-45f5-adfb-4144867263a3,15,2025-02-01,597.84,internet,EFT,Türk Hava Yolları,low,True,Remazanport,19,freelancer,bireysel,YouTube Premium
ca1ec261-15b4-4b55-a7a4-4dfefa63bcd9,15,2025-04-13,124.67,market,Havale,Arslan Ltd.,medium,True,Port Asımton,40,öğrenci,bireysel,BluTV
9d751286-4df1-4f5c-853f-f98cb26fd4fa,15,2025-02-09,311.81,restoran,Nakit,Sezer Ltd.,high,False,South Niyazi,52,kobi,bireysel,None
73c88295-ff84-419b-bae6-02221840fe7d,15,2025-07-06,875.5,vergi,EFT,Ergül Ertaş Ltd.,corporate,False,Aksushire,47,kobi,kurumsal,None
f1fb91e8-bff4-49bf-9765-91b73d7efe43,15,2025-06-13,480.71,vergi,EFT,Ertaş Erdoğan Şti.,corporate,False,Ertaşburgh,26,kobi,kurumsal,None
